year,make,model,description, price ,mileage,location,ad_url,img_url
2020,Toyota,hiace,," $55,000 ",108,"Melbourne, VIC",https://www.facebook.com/marketplace/item/713847450826152,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/449252126_1676173196469309_8651778252161659176_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=247b10&_nc_ohc=THCydEwFHAYQ7kNvgHEdWYm&_nc_ht=scontent.fmel16-1.fna&oh=00_AYA1BSWd0cJN96mx4hcJdYL_aupL9Oq8tN_TvoykY6OXhA&oe=66B8EBA4
2016,Toyota,hiace,lwb t diesel kdh201v," $25,000 ",109,"Melbourne, VIC",https://www.facebook.com/marketplace/item/444934414577073,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/435752503_284096018081065_4482945744796308551_n.jpg?stp=c44.0.260.260a_dst-jpg_p261x260&_nc_cat=101&ccb=1-7&_nc_sid=247b10&_nc_ohc=h9tpxl-j9RoQ7kNvgHgiAze&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAqY99bvlpqSRmrbDciU7l9m0G4tiwCO8igzUHwVXRtFg&oe=66B8F245
2019,Toyota,hiace,," $40,999 ",109,"Melbourne, VIC",https://www.facebook.com/marketplace/item/454701857525508,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450314187_1022076195988091_7698964486483142020_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=frxwfYtUXcUQ7kNvgGRCY6a&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAiNADQ-dWbEwbkrCEzJegJ_6uN0PQczB0RE_f19Em7nQ&oe=66B8E012
2019,Toyota,hiace,," $40,999 ",109,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1155794005455285,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/447301783_996149001914144_7476297793739842671_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=G0WBExCkRpUQ7kNvgHLMJTY&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAWzGv9sNd8EpxlYJIvkT03hMQI2JW3oJ7FlkTPH_26jA&oe=66B8CD86
2019,Toyota,hiace,," $40,999 ",109,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1011395793926115,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448310037_1004171854445192_5918546408589322642_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=nuAuAzfJkQYQ7kNvgGvZzKS&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDzERXdUaAG-E-U7GnyGkGHiTMFYYknnxIBmvmKvPldog&oe=66B8E14C
2020,Toyota,hiace,," $55,000 ",109,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1826606281164151,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449467694_10162045852754766_6044212741017782540_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=HmSl7Vipi4AQ7kNvgHjnFN3&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCEBkKAoZ3xAuUYQRJlxP0zlKgYpD_zEKcQTR_x0G_Biw&oe=66B8C4F4
2018,Toyota,hiace,," $34,500 ",111,"Melbourne, VIC",https://www.facebook.com/marketplace/item/867128792117283,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/453387902_503781518840024_2047090514518738507_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260&_nc_cat=107&ccb=1-7&_nc_sid=247b10&_nc_ohc=uhGI6wDx0GMQ7kNvgH2E8PX&_nc_ht=scontent.fmel16-1.fna&oh=00_AYC_kbQYe2QxLWelcdWDyhpMQ0ioLlwBnxQl-_UPspBgeQ&oe=66B8D349
2016,Toyota,hiace,super lwb 4wd," $42,995 ",113,"Melbourne, VIC",https://www.facebook.com/marketplace/item/7981674525234285,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/452491830_1134951744267187_198483865494461426_n.jpg?stp=c65.0.260.260a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=247b10&_nc_ohc=9Rul4DGtNuQQ7kNvgG0wayH&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAShb79lyZcWiJGb9knWZY7FegMR4FfCSyHeKIziP5YfA&oe=66B8E871
2013,Toyota,hiace,," $21,998 ",116,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1182628996116689,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/452224972_470124335731395_7404660667471564162_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=omg1dI1UKrkQ7kNvgGMaWlG&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCJ3SErQPqQVotZoEe8ApqySm6ks-oI7CMS2rCWK5RcEA&oe=66B8EF32
2016,Toyota,hiace,," $27,990 ",116,"Melbourne, VIC",https://www.facebook.com/marketplace/item/431747173135030,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/436541011_429485549845567_1444317843632802556_n.jpg?stp=c65.0.260.260a_dst-jpg_p261x260&_nc_cat=101&ccb=1-7&_nc_sid=247b10&_nc_ohc=QRPfyuFMOWQQ7kNvgEP6-MB&_nc_ht=scontent.fmel16-1.fna&oh=00_AYD-2pcm5BV-DqyzM11iPwPk9MWnMBN0tAEm32U14kJiaw&oe=66B8DB08
2016,Toyota,hiace,," $24,500 ",117,"Lara, VIC",https://www.facebook.com/marketplace/item/816335146603495,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/438174586_1164981844945909_3221554838760304066_n.jpg?stp=c0.318.828.828a_dst-jpg_s261x260&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=ku7X7cOThAQQ7kNvgH2e61O&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBXL5MmGmEBIOZMlw96Ad6MMeAKnQpoMlPeh8QWnWf53Q&oe=66B8CA11
2017,Toyota,hiace,," $25,500 ",117,"Melbourne, VIC",https://www.facebook.com/marketplace/item/476667511486317,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/443716197_10233615571350051_5539557576369470425_n.jpg?stp=c0.231.900.900a_dst-jpg_s261x260&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=SthZI5uRcOcQ7kNvgHdv7G_&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBT0yt5LFO3Hyq7J8i28bQ_xGzhL0QqMOL5D-zOF87wGQ&oe=66B8E644
2017,Toyota,hiace,," $25,500 ",117,"Melbourne, VIC",https://www.facebook.com/marketplace/item/303196976217728,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/447414086_10233709849506946_2455238860540940114_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=-Lv9QFxqcBcQ7kNvgFU3QsM&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBI5k6BAtxFZvNCRej49MSROJUO--geDgzgykQNB12sNg&oe=66B8E449
2018,Toyota,hiace,," $29,500 ",118,"Melbourne, VIC",https://www.facebook.com/marketplace/item/184818661393083,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/439143330_10227046835131631_8386460508757805830_n.jpg?stp=c101.0.260.260a_dst-jpg_p261x260&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=hEMfkNzgnKsQ7kNvgEQq2Rf&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDHWB_I_V-uSXRYq0gzur-5m5d6srEFu2l3-PmP0Ly32g&oe=66B8D530
2008,Toyota,hiace,gl," $31,990 ",119,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1014802020012367,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/453405275_485470560796322_5990857881751792101_n.jpg?stp=c65.0.260.260a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=fmIsjkJLfdAQ7kNvgGqL__n&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAJETxS1OGBHRDgZfxDWU-EakeQL7T47vfoO_IGhGIXTA&oe=66B8C676
2017,Toyota,hiace,," $30,000 ",120,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1517256635868127,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448183538_993683282477092_6696979156053839112_n.jpg?stp=c0.363.947.947a_dst-jpg_s261x260&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=-XBj41a6cnkQ7kNvgE7WAyB&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCSasdeeNqJWJWFoHZg_p_CQbcv3ksUHoJb35QgoFc1HQ&oe=66B8CDE4
2018,Toyota,hiace,," $35,900 ",120,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1403592860338811,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450091864_3605588323040342_4047330019432354415_n.jpg?stp=c65.0.260.260a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=mj4JcZzRBPsQ7kNvgGf7gDh&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDImCvis09XuedpmWwy3VRmaKT5BFQKPcP55Ge1QjPmwQ&oe=66B8DEC6
2019,Toyota,hiace,jayco freedom," $59,990 ",120,"Melbourne, VIC",https://www.facebook.com/marketplace/item/478497778221623,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/451108459_10160308168538790_7704389308999657472_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=m_H0qnTR2DkQ7kNvgFtkXJC&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCzExR9_KKjMhDJBEfTUPlpWInIFyQSmQ8BEBnGjcUIXA&oe=66B8E1DB
2015,Toyota,hiace,," $27,500 ",121,"Melbourne, VIC",https://www.facebook.com/marketplace/item/2026344811094778,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/447450725_1699632460862205_9195555856801982128_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=nouigmZVQOUQ7kNvgH0VpLz&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBv1SHNIT8e66dsb77FFU4LBKHx1kUb8Qo3yc7KN8RZ3Q&oe=66B8D7D3
2020,Toyota,hiace,," $34,500 ",121,"Melbourne, VIC",https://www.facebook.com/marketplace/item/982785719887245,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448241110_10219584314638793_657841710362400062_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=U6gJEBEFwfYQ7kNvgFXeDGZ&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDB_K11Tl4D5BDHIXTusu1HMy6J9eTMWSnkqzDHidOZzQ&oe=66B8F6B6
2017,Toyota,hiace,lwb (telstra caddy - fitout)," $35,990 ",121,"Launceston, TAS",https://www.facebook.com/marketplace/item/1878030809361929,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/453567649_1020284706142744_35377234412109479_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260&_nc_cat=101&ccb=1-7&_nc_sid=247b10&_nc_ohc=1rzuhHI7a6gQ7kNvgFMHx5N&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB_6E--1HOkSNfFkkLWgFwnd0cGnnI5bNF7YRKaef37xg&oe=66B8ED53
2019,Toyota,hiace,," $38,500 ",122,"Canberra, ACT",https://www.facebook.com/marketplace/item/3695381297447973,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448341520_2141244326242695_1442328323873803761_n.jpg?stp=c100.0.260.260a_dst-jpg_p261x260&_nc_cat=105&ccb=1-7&_nc_sid=946e27&_nc_ohc=wcagrqPu8wwQ7kNvgFQjHBI&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDlIJLQJtw6aIpGRFLV1gxQ-rVBvG2gx9eVNZd4og8ZTA&oe=66B8EE52
2014,Toyota,hiace,," $23,990 ",123,"Melbourne, VIC",https://www.facebook.com/marketplace/item/985355019739473,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/451192124_3088338847968058_1118432479758979518_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=nB7tlcnMgwIQ7kNvgEejiNI&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCRSxWpT-oPcubwUih095SyinrDmD5JKL-BEFL2vPPvHQ&oe=66B8E398
2017,Toyota,hiace,," $28,800 ",125,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1389691081713455,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449062580_3677155739221459_3636267017319588433_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=hNjK6FJwNsAQ7kNvgFcetIw&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB5SucGm1Jes1y6iqxnQgLwjybfQ2sram6gkzefOfUeuA&oe=66B8D6BB
2011,Toyota,hiace,commuter 9 seater," $31,450 ",125,"Melbourne, VIC",https://www.facebook.com/marketplace/item/838986068166454,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450794277_7727355670666428_4668488462522662001_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=B2GBlO1S8KoQ7kNvgF6Ra1r&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBJKPfpJOrNLFmKipANv_fCpStZtveU5wTnsHnlWbR2kw&oe=66B8F2C2
2019,Toyota,hiace,," $36,500 ",125,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1202915164398460,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449709333_10161457911034280_4097655502490978506_n.jpg?stp=c87.0.260.260a_dst-jpg_p261x260&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=G2YfUx1QHHQQ7kNvgGVhDeS&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDUZfHW2pdIb9-8RSol6ccvT07ksp4Eamj9_BAsAfsKyg&oe=66B8DF9C
2009,Toyota,hiace,van," $22,800 ",126,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1167105317866212,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449764824_1949944548758157_2277354268784784253_n.jpg?stp=c0.132.1200.1200a_dst-jpg_s261x260&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=zpSddJAuT6IQ7kNvgGmXChO&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCCDZ1-vleBwO2n87Eu-OGewUJLBGqK3vZpcEZ7JB-iQw&oe=66B8E01C
2016,Toyota,hiace,| 2.0 petrol | auto," $25,500 ",126,"Melbourne, VIC",https://www.facebook.com/marketplace/item/2384599418403820,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449704029_2060768070962748_2033647786375187751_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=KvhAfY7FmdAQ7kNvgGDXzce&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDcA8U8Kh8skZUqTpDx0a185O4AKo4M0aw0yVNzZ-vxgw&oe=66B8F7AF
2017,Toyota,hiace,," $26,800 ",126,"Melbourne, VIC",https://www.facebook.com/marketplace/item/891036673052755,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450503280_25896697199944847_3310148595455542204_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=SgMtYWUDluoQ7kNvgE6EJ80&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDLoVgce8KsUdaITaSTIRked6iKtBMUDt1UkjuarjvdpQ&oe=66B8EDD7
2007,Toyota,hiace,4wd," $27,500 ",126,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1858546217999217,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448085187_1703822673776517_6814505842805964183_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=9kvfyw7QAOgQ7kNvgFnquOr&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCmx-u8u5VQ_UDL6DrPWlLy-in_xJ_TodcV-umvQfqiDQ&oe=66B8C6D4
2016,Toyota,hiace,," $27,900 ",127,"Melbourne, VIC",https://www.facebook.com/marketplace/item/694626819345838,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/437933529_6682957508473481_8245754062166694606_n.jpg?stp=c0.360.957.957a_dst-jpg_s261x260&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=5DC-DvTaBS0Q7kNvgHUkNSx&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCH5e6k5XOtZhExm54TCdd-l_SKoc50DnDdjbBhSeDWJA&oe=66B8F6F1
2021,Toyota,hiace,," $56,000 ",127,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1023187092657686,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/417412207_7658929940859658_8348829741023819869_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=LJKZOLnv7xkQ7kNvgF_6hkG&_nc_ht=scontent.fmel16-1.fna&oh=00_AYA3senWeHgMEkEwjUv6TMfSY4pQHk0ORJADW9ZZ0CuShQ&oe=66B8C804
2018,Toyota,hiace,," $33,000 ",129,"Melbourne, VIC",https://www.facebook.com/marketplace/item/3116998388436938,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/445793156_1165935324432752_3803135877570881147_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=ADVxSMJpQHUQ7kNvgEN5bx8&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAiqulEgBH3_WiqCqHok9hX9um64DXnaCc429HMt0jxxQ&oe=66B8CB4E
2015,Toyota,hiace,(high-roof)," $21,990 ",130,"Melbourne, VIC",https://www.facebook.com/marketplace/item/471577448914353,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/451211220_846526533574694_4166585296539883926_n.jpg?stp=c70.0.260.260a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=247b10&_nc_ohc=xV1Mi9qK65YQ7kNvgGuEjaz&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDK_xBlDz5sQZ1b57nZe5a7Ekz5238ARW8-AyDWtdiyHA&oe=66B8F2AD
2017,Toyota,hiace,," $29,500 ",130,"Melbourne, VIC",https://www.facebook.com/marketplace/item/480924081115980,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448054474_1878302435926706_3446623958129988642_n.jpg?stp=c41.0.260.260a_dst-jpg_p261x260&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=wtdNFVE7h3YQ7kNvgEg0RIa&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCvSxpX2inQPQPQJv2ixStIsnDGCzOB1rf_Wb3gCgyQVg&oe=66B8EC29
2015,Toyota,hiace,," $25,990 ",131,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1936389350208389,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/447664432_1832557897246259_4165711962054752552_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Jg5wmWvDFvsQ7kNvgFMMzet&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBKM-VTrZaKxt7G3yt2J4DlTdQDbD6Fni_bfkSYyHDWKw&oe=66B8F5C3
2006,Toyota,hiace,commuter," $30,500 ",131,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1137491984194231,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/449751825_10226253002137110_4136528083271233203_n.jpg?stp=c65.0.260.260a_dst-jpg_p261x260&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=85dgEMBJKVEQ7kNvgErW-EQ&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB2xof36rDsOIL0lRsTsTDICy9HskKF0aS9cPcMgZkkwA&oe=66B8EA89
1991,Toyota,hiace,," $4,500 ",133,"Moe, VIC",https://www.facebook.com/marketplace/item/1723983194801932,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450634247_7349517641820691_2532032564636798073_n.jpg?stp=c159.0.260.260a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=946e27&_nc_ohc=ON42Yu17_d4Q7kNvgH-2A8a&_nc_ht=scontent.fmel16-1.fna&oh=00_AYA3sCONl0HpryZez-VK7sOJRTajEn_vjb5vOXeYYFwxxg&oe=66B8DBA7
2017,Toyota,hiace,| 3.0l diesel | - automatic," $28,499 ",133,"Melbourne, VIC",https://www.facebook.com/marketplace/item/395346290191698,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450398930_895049922665141_8749030388020880570_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=m4R_TXRCXQoQ7kNvgGSCH6S&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBsEZgYet05yIZ_tgYJ0vTKTo0Hg5G1k68DXwXugSA78A&oe=66B8EE7E
2016,Toyota,hiace,," $31,000 ",133,"Melbourne, VIC",https://www.facebook.com/marketplace/item/399138129831932,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448963629_10232518605455567_2384990321938881149_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=iAqA2DcZwBAQ7kNvgFHBk0M&_nc_ht=scontent.fmel16-1.fna&oh=00_AYALL6SyNTFUh4czZ8vaCxlDyspWaM-NTvB9SvSrn_LrLA&oe=66B8DFDC
2019,Toyota,hiace,," $39,500 ",133,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1207844047316999,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450362105_10228879751191128_8513303414130228780_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=FgcStZ3NdTgQ7kNvgEfX2qR&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBB43FyM-hSG_POmxqZSdN4L7LwyCy5LtO0y8GyWyBmoQ&oe=66B8F653
2018,Toyota,hiace,dx gl package," $30,999 ",134,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1793978611101458,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/439136217_842209354615865_7013484222649617747_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=PrUuIsYmfsoQ7kNvgF56RWG&_nc_ht=scontent.fmel16-1.fna&oh=00_AYB_Un9uCyA1TB7EFJHt3EY6tpC6fxtEnB83eY4JHx2J0A&oe=66B8F1A6
2014,Toyota,hiace,," $26,500 ",135,"Warragul, VIC",https://www.facebook.com/marketplace/item/246101235215923,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/438146595_10229710854972092_630268332812337618_n.jpg?stp=c0.29.261.261a_dst-jpg_p261x260&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=z3Ej2xL1jloQ7kNvgHFqiaF&_nc_ht=scontent.fmel16-1.fna&oh=00_AYD0qWvr5wSu-7eXh2OyvEwa5xDbouKmY4J3lm3oHWNoEA&oe=66B8CC5D
2018,Toyota,hiace,2.0 petrol hiroof !," $26,995 ",136,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1215928163162404,https://scontent.fmel16-1.fna.fbcdn.net/v/t45.5328-4/448521308_1211624593169183_494573401845330436_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=0hRTjEqTxUQQ7kNvgFFB32Q&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBKE68INivyv2bRlVzyR3uBkgwIzdruBiIJ9khcyTaAyg&oe=66B8F8E4
2017,Toyota,hiace,," $27,999 ",136,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1154229769231159,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/448015984_7916228591731343_6136803993487201653_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=QPJ-hq2QRAkQ7kNvgG5CY2o&_nc_ht=scontent.fmel16-1.fna&oh=00_AYBmQczpD-wh0kMosapIpAdwThoCzgXjjGnmfw_xUO73yQ&oe=66B8C88A
2004,Toyota,hiace,," $44,000 ",136,"Melbourne, VIC",https://www.facebook.com/marketplace/item/752520423730038,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/438299403_122146007606138508_224506924442694067_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=jucO51OA-pEQ7kNvgEJMLcz&_nc_ht=scontent.fmel16-1.fna&oh=00_AYDfFiT1qfvR0bZkblBEk9h4a1zmiLaFx3ky-_2WkZRvLA&oe=66B8D478
2017,Toyota,hiace,," $27,700 ",138,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1219209212830070,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/451681715_2559054507599324_1643902333156889044_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=7cbTC30rLOAQ7kNvgFbKVg8&_nc_ht=scontent.fmel16-1.fna&oh=00_AYC-HhswprsegYJFYa18CZOgARw_sT3vGCGm0mX4xxwlIg&oe=66B8CDCF
2016,Toyota,hiace,super gl diesel - 5seater," $31,999 ",138,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1121922785698392,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/438170613_855690443267756_7096762382753240288_n.jpg?stp=c66.0.260.260a_dst-jpg_p261x260&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=J-hgfIjgYJwQ7kNvgGtqqpO&_nc_ht=scontent.fmel16-1.fna&oh=00_AYAVBNnia5RiV166ziZ-bmqnvubmBElh0g17gCafpNhOBw&oe=66B8E061
1997,Toyota,hiace,super custom 4wd," $23,900 ",139,"Melbourne, VIC",https://www.facebook.com/marketplace/item/1929509847497885,https://scontent.fmel16-1.fna.fbcdn.net/v/t39.30808-6/450507170_7798886866826852_5562236521102973401_n.jpg?stp=c18.0.260.260a_dst-jpg_p261x260&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=6XcIYYBvWQgQ7kNvgFUHRsK&_nc_ht=scontent.fmel16-1.fna&oh=00_AYCFLKdMT6eAKtLCBXyTrhpGF3g4KiuIUc29IQT0nBV5yA&oe=66B8DCAF
